Location,OrderID,OrderUUID,OrderDate,RatingType,RatingScore,PrimaryKey
Prenzlauer Berg,#7825C,5c5310df-9350-5745-944a-dd378e6d7f77,2023-06-07,Consumer To Merchant,5,#7825C - Prenzlauer Berg - 2023-06-07
Prenzlauer Berg,#9B735,52ecd2b0-2eba-58d6-9e75-247195a66732,2023-06-06,Consumer To Merchant,4,#9B735 - Prenzlauer Berg - 2023-06-06
Prenzlauer Berg,#E8856,603d4d8e-ef84-50ba-aa89-975fcb9fde38,2023-06-04,Consumer To Merchant,3,#E8856 - Prenzlauer Berg - 2023-06-04
Samariterkiez,#805BB,1cc4b7bc-4e56-536f-90e8-8ef06c55474f,2023-06-08,Consumer To Merchant,3,#805BB - Samariterkiez - 2023-06-08
Kreuzberg,#C85A0,11ca12de-6a56-5402-a088-6b1392575659,2023-06-20,Consumer To Merchant,4,#C85A0 - Kreuzberg - 2023-06-20
Samariterkiez,#601F5,ee61b8a9-c61b-521e-895c-d0c161ea33cb,2023-06-02,Consumer To Merchant,1,#601F5 - Samariterkiez - 2023-06-02
Prenzlauer Berg,#EB5E4,1a726f78-5967-5f0d-bd8e-b56fe296fb7c,2023-06-14,Consumer To Merchant,5,#EB5E4 - Prenzlauer Berg - 2023-06-14
Nollendorfkiez,#104EF,ca07e6f4-d670-538b-a301-25646d3e4d49,2023-06-29,Consumer To Merchant,5,#104EF - Nollendorfkiez - 2023-06-29
Charlottenburg,#C45E5,ee41fb09-f05d-58a4-8863-22d51a2159b1,2023-06-11,Consumer To Merchant,5,#C45E5 - Charlottenburg - 2023-06-11
Prenzlauer Berg,#A9FC2,58a5c954-9c50-5d71-a34e-431340d6f0d1,2023-06-04,Consumer To Merchant,5,#A9FC2 - Prenzlauer Berg - 2023-06-04
Prenzlauer Berg,#8B503,d38ec25f-573f-59d7-b64b-0dc6ed1ed665,2023-06-04,Consumer To Merchant,5,#8B503 - Prenzlauer Berg - 2023-06-04
Prenzlauer Berg,#5FD74,3fa0bda9-758d-51ff-a0a0-a2ec9d157343,2023-06-17,Consumer To Merchant,5,#5FD74 - Prenzlauer Berg - 2023-06-17
Prenzlauer Berg,#25853,041de69e-d7b8-5607-8315-07ad7f54ac98,2023-06-14,Consumer To Merchant,5,#25853 - Prenzlauer Berg - 2023-06-14
Mitte,#83CC5,d1852c93-1f96-56a5-b254-9ef85f848f5c,2023-06-14,Consumer To Merchant,4,#83CC5 - Mitte - 2023-06-14
Charlottenburg,#5F974,c9989cd3-733d-56d0-a92b-cad35b20f166,2023-06-30,Consumer To Merchant,5,#5F974 - Charlottenburg - 2023-06-30
Charlottenburg,#17C98,f88f2883-45c6-5ca1-acac-d1452e6f0775,2023-06-06,Consumer To Merchant,5,#17C98 - Charlottenburg - 2023-06-06
Mitte,#AEDF0,d243fdcb-5433-51ac-b4e3-56d50ea4e7fc,2023-06-16,Consumer To Merchant,5,#AEDF0 - Mitte - 2023-06-16
Leipzig Mitte,#2012F,1e8e4b94-8a06-5a01-b4d8-c6cd0569cbfb,2023-06-11,Consumer To Merchant,4,#2012F - Leipzig Mitte - 2023-06-11
Schillerkiez,#6FCFC,794b44fc-ff62-50fd-ab1e-30b518f0bb3e,2023-06-04,Consumer To Merchant,5,#6FCFC - Schillerkiez - 2023-06-04
Schillerkiez,#72AC1,9745c28c-fe78-545e-81d0-5a7c7f0d9487,2023-06-07,Consumer To Merchant,3,#72AC1 - Schillerkiez - 2023-06-07
Leipzig Mitte,#A06B6,27e9aee5-964a-516c-8fe1-5b70512a1d64,2023-06-11,Consumer To Merchant,5,#A06B6 - Leipzig Mitte - 2023-06-11
Schillerkiez,#0C42F,e97789dc-f515-58e9-8b49-fcf6e91c06f7,2023-06-10,Consumer To Merchant,4,#0C42F - Schillerkiez - 2023-06-10
Prenzlauer Berg,#E39C3,cf762ad0-2175-5428-8d37-4bfbb8a23d1b,2023-06-13,Consumer To Merchant,4,#E39C3 - Prenzlauer Berg - 2023-06-13
Prenzlauer Berg,#49E04,23b8c5f5-6b2a-5892-9af9-18963ea1aed8,2023-06-23,Consumer To Merchant,5,#49E04 - Prenzlauer Berg - 2023-06-23
Mitte,#A0FD4,2a928a0d-0846-578e-9704-b73a723ae074,2023-06-04,Consumer To Merchant,4,#A0FD4 - Mitte - 2023-06-04
Samariterkiez,#A06AB,22fd7856-8fdf-53bc-acf2-ec3beb329754,2023-06-11,Consumer To Merchant,1,#A06AB - Samariterkiez - 2023-06-11
Schillerkiez,#6258B,babd583f-2d6c-514a-b1c2-bfc2cce45d22,2023-06-18,Consumer To Merchant,2,#6258B - Schillerkiez - 2023-06-18
Prenzlauer Berg,#2053C,a8f14c90-a707-5762-9005-04ee273db846,2023-06-04,Consumer To Merchant,4,#2053C - Prenzlauer Berg - 2023-06-04
Schillerkiez,#7B422,c9cccfa9-e09d-5fc2-bfe9-6aba036674e4,2023-06-04,Consumer To Merchant,5,#7B422 - Schillerkiez - 2023-06-04
Prenzlauer Berg,#255A0,a5b9d407-fbf5-531e-8fd5-64deb5f2fbdf,2023-06-04,Consumer To Merchant,5,#255A0 - Prenzlauer Berg - 2023-06-04
Mitte,#54114,22e4bb38-b11c-5dda-aa99-9a2dd27421d0,2023-06-05,Consumer To Merchant,5,#54114 - Mitte - 2023-06-05
Mitte,#31A2D,500ad652-c9bd-591a-bc5b-12c2c807480f,2023-06-03,Consumer To Merchant,5,#31A2D - Mitte - 2023-06-03
Leipzig Mitte,#979A7,3f0f2a3a-9e3c-5200-9f0b-6291c98c344b,2023-06-02,Consumer To Merchant,5,#979A7 - Leipzig Mitte - 2023-06-02
Prenzlauer Berg,#C0316,c94532c2-5e57-5788-b4ab-033b36f296e1,2023-06-10,Consumer To Merchant,5,#C0316 - Prenzlauer Berg - 2023-06-10
Schillerkiez,#E6126,f9bfb904-2565-5092-a6e7-0da24c718250,2023-06-02,Consumer To Merchant,5,#E6126 - Schillerkiez - 2023-06-02
Schillerkiez,#8489D,d7642fa5-4b91-51ff-8ef1-342a8822bc6f,2023-06-02,Consumer To Merchant,1,#8489D - Schillerkiez - 2023-06-02
Leipzig Mitte,#0C14A,a9dce1da-404a-5ea7-b336-1cdbe40821b1,2023-06-08,Consumer To Merchant,3,#0C14A - Leipzig Mitte - 2023-06-08
Prenzlauer Berg,#52D93,9d2c7dd6-55e6-5012-bcf0-018502649e11,2023-06-08,Consumer To Merchant,2,#52D93 - Prenzlauer Berg - 2023-06-08
Charlottenburg,#C2581,42a20a4f-4e07-54c1-a1aa-c07a47e409dc,2023-06-23,Consumer To Merchant,5,#C2581 - Charlottenburg - 2023-06-23
Prenzlauer Berg,#18A2E,05e815be-6ffc-5d04-94e8-aaf62753ab67,2023-06-23,Consumer To Merchant,5,#18A2E - Prenzlauer Berg - 2023-06-23
Prenzlauer Berg,#7F4F6,d6fbcd57-37b3-5284-89f0-7d2f8c9bcf74,2023-06-10,Consumer To Merchant,5,#7F4F6 - Prenzlauer Berg - 2023-06-10
Prenzlauer Berg,#F9598,55b6406c-308a-5cf8-bc8b-31b1daf8da5e,2023-06-18,Consumer To Merchant,5,#F9598 - Prenzlauer Berg - 2023-06-18
